Id,sog,stw,head,wspeedms,wspeedbf,wdir,drafta,draftf,trim,me_power
219,12.270373,12.54113333,45.80963867,3.171427,2.16,8.601696667,17.56091317,18.23915767,0.678249333,8822.72615
220,12.239741,12.54124667,45.613709,3.041281333,2.066666667,8.482288667,17.5607175,18.23938867,0.678675167,8821.69559
221,12.21102667,12.54193333,45.492113,2.953464333,2.01,8.445889333,17.56035667,18.23952833,0.6791747,8822.333357
222,12.18616333,12.54348,45.46632267,2.895821667,1.996666667,8.841611,17.5599125,18.23962367,0.679717167,8821.8778
223,12.16573867,12.54176,45.369466,2.825003333,1.993333333,9.815736667,17.55936667,18.23970333,0.680345333,8820.09725
224,12.14734333,12.54066,45.17867067,2.749682667,1.993333333,11.14313167,17.55887717,18.23976017,0.680889917,8819.46059
225,12.133666,12.54492667,45.290522,2.685968667,1.993333333,12.59974833,17.5585715,18.23981283,0.6812482,8820.36614
226,12.123239,12.55177333,45.74797967,2.636851667,1.993333333,14.21333533,17.5583945,18.23983033,0.68144565,8820.951683
227,12.11270133,12.55824333,46.24196267,2.588711667,1.993333333,16.04476633,17.5580495,18.23976267,0.681722417,8819.626123
228,12.10355867,12.56490667,46.66007567,2.538919333,1.993333333,18.073705,17.55723733,18.23964733,0.682416767,8817.706123
229,12.10574233,12.57721333,46.93361433,2.483556,1.993333333,20.390119,17.5561685,18.2395855,0.683423233,8828.43167
230,12.12164467,12.59978667,47.14248533,2.433651333,1.993333333,22.99223467,17.55523967,18.23962933,0.684395933,8850.29277
231,12.141613,12.624325,47.271748,2.397680333,1.993333333,25.701635,17.55432383,18.23976533,0.685447,8869.59666
232,12.16155067,12.64611,47.301607,2.387983667,1.996666667,28.17262933,17.55339633,18.23995717,0.686564017,8890.06499
233,12.17938633,12.66505667,47.39433633,2.401342333,2,30.17081133,17.5527055,18.24019383,0.687488317,8912.801643
234,12.196827,12.67777667,47.57399467,2.411677,2,31.927629,17.55212883,18.24047067,0.688339167,8937.08053
235,12.221581,12.68701667,47.58865067,2.392038667,2,33.71965,17.5515695,18.24071967,0.689145917,8961.528313
